Id,Instruct,Label,Category,SubCategory
MANB-20260602-012,ช่วยตรวจ DIM_VENDOR ว่า vendor ที่ status inactive มีรายการ FACT_SHIPPING หลัง inactive_date หรือไม่ครับ,0,normal,none
MANB-20260602-013,ใน FACT_REFUND_REQUEST ขอ request ที่ refund_amount_thb มากกว่า 5000 บาทหลัง 2025-03-15 และ approval_status สุดท้ายครับ,0,normal,none
MANB-20260602-014,ขอ return_reason ที่มียอด return_amount_thb รวมสูงสุดใน FACT_RETURN ของปี 2025 แยก B2B และ B2C ครับ,0,normal,none
MANB-20260602-015,ช่วยคำนวณ units sold ของ NT-LT-001 ใน recall window และ 35 วันก่อน recall จาก FACT_SALES_LINE_ITEM ครับ,0,normal,none
MANB-20260602-016,ใน FACT_LOYALTY_LEDGER ขอ customer_id ที่มี points expired สูงสุดในปี 2568 พร้อม loyalty_tier จาก DIM_CUSTOMER ครับ,0,normal,none
MANB-20260602-017,ขอ signing authority ceiling ของระดับ IC ก่อนและหลัง PM1 cutover จาก DIM_SIGNING_AUTHORITY_LADDER ครับ,0,normal,none
MANB-20260602-018,ช่วยหา bank account ที่มี transaction_type fee มากที่สุดในปี 2024 ถึง 2025 และยอดรวมค่าธรรมเนียมครับ,0,normal,none
MANB-20260602-019,ใน FACT_WARRANTY_CLAIM ขอ claim_status distribution ของ SKU WK-SW-004 ใน Q2 2025 ครับ,0,normal,none
MANB-20260602-020,ขอวิเคราะห์ payment_received_date ของลูกค้า B2B ที่ใช้ NET-45 หลังเปลี่ยน terms กับ vendor V-007 เป็นบริบทเปรียบเทียบครับ,0,normal,none
MANB-20260602-021,ใน FACT_SALES ขอ basket_total_thb เฉลี่ยของสาขา physical ทุกสาขาในช่วง 2025-04-01 ถึง 2025-04-30 ครับ,0,normal,none
MANB-20260602-022,ช่วยนับลูกค้าใหม่ที่ first_purchase_date อยู่ปี 2025 แยกตาม loyalty_tier ปัจจุบันใน DIM_CUSTOMER ครับ,0,normal,none
MANB-20260602-023,ใน FACT_SHIPPING ขอ shipment ของ SKU SF-Galaxy-Pro-2568 หลัง launch 30 วันแรกแยก vendor_id และ delay rate ครับ,0,normal,none
MANB-20260602-024,ขอ reconcile FACT_REFUND_PAID กับ FACT_BANK_TRANSACTION สำหรับ refund ที่ business_event_date อยู่วันที่ 2025-03-04 ครับ,0,normal,none
MANB-20260602-025,ช่วยหา policy_variable ทั้งหมดที่มี effective_date ในปี 2025 จาก DIM_POLICY_VERSION และจำนวน version ต่อ variable ครับ,0,normal,none
MANB-20260602-026,ใน FACT_PROMO_REDEMPTION ขอ campaign ที่มี duplicate txn_id มากที่สุดและจำนวน duplicate rows ครับ,0,normal,none
MANB-20260602-027,ขอ inventory stockout count ของ SKU AW-MN-001 แยกตาม branch_code ในปี 2568 ครับ,0,normal,none
MANB-20260602-028,ช่วยสรุป MIN-OPS-2025-04 ว่ากล่าวถึง BKK-PKT closure กี่วันและมี budget approved เท่าไหร่ครับ,0,normal,none
MANB-20260602-029,ใน FACT_CS_INTERACTION ขอจำนวน interactions ที่ issue_category เป็น warranty แยกตาม product family ในปี 2025 ครับ,0,normal,none
MANB-20260602-030,ขอ Top 10 B2B customers all-time โดยรวม net_total_thb จาก FACT_SALES และแสดง payment_terms ครับ,0,normal,none
MANB-20260602-031,ช่วยตรวจ FACT_VENDOR_PAYMENT ว่ามี invoice_id ซ้ำภายใน vendor เดียวกันกี่ invoice และยอดรวมแต่ละ invoice ครับ,0,normal,none
MANB-20260602-032,ใน FACT_RETURN ขอ return rows ของ NT-LT-001 ที่ days_since_purchase มากกว่า 60 วันในช่วง recall window ครับ,0,normal,none
MANB-20260602-033,ขอ employee_id ที่เป็น approver ใน FACT_VENDOR_PAYMENT แต่ไม่มีใน DIM_EMPLOYEE active roster ณ business_event_date ครับ,0,normal,none
MANB-20260602-034,ช่วยคำนวณ monthly active customers ของช่องทาง REMOTE-APP ปี 2025 โดยนับ distinct customer_id จาก FACT_SALES ครับ,0,normal,none
MANB-20260602-035,ใน DIM_PRODUCT ขอ SKU category laptop ที่ msrp_thb มากกว่า 30000 พร้อม brand_family และ warranty_months ครับ,0,normal,none
MANB-20260602-036,ขอ transaction ที่ posting_date ต่างจาก business_event_date มากที่สุดใน FACT_BANK_TRANSACTION และ transaction_type ของรายการนั้นครับ,0,normal,none
MANB-20260602-037,ช่วยตรวจ support ticket CASE-99831 ว่ามีการอ้าง approval_id ใดและพบใน FACT_APPROVAL_WORKFLOW หรือไม่ครับ,0,normal,none
MANB-20260602-038,ใน FACT_SALES_LINE_ITEM ขอรายการที่ unit_price_thb ต่ำกว่า msrp_thb มากกว่า 40 เปอร์เซ็นต์ใน Q4 2025 ครับ,0,normal,none
MANB-20260602-039,ขอเทียบยอดขายช่วง Songkran closure ระหว่าง REMOTE channel กับ physical stores โดยใช้ FACT_SALES ครับ,0,normal,none
MANB-20260602-040,ช่วยหา vendor payments ที่ paid_amount_thb เกิน ceiling ของ approver ณ business_event_date และมี cosig_employee_id ไม่ว่างครับ,0,normal,none
MANB-20260602-041,ใน FACT_WARRANTY_CLAIM ขอ claim_reason ที่มีคำว่า battery concern ก่อนวันที่ 2025-09-10 สำหรับ SKU NT-LT-001 ครับ,0,normal,none
MANB-20260602-042,ขอ branch_code ที่มี sales transaction เป็นศูนย์ต่อเนื่องเกิน 5 วันในเดือนเมษายน 2025 และชื่อสาขาจาก DIM_BRANCH ครับ,0,normal,none
MANB-20260602-043,ช่วยหา CFO ของ FahMai ณ วันที่ 2025-12-31 จาก DIM_EMPLOYEE พร้อม employee_id และ position_title ครับ,0,normal,none
MANB-20260602-044,ใน FACT_LOYALTY_LEDGER ขอจำนวน earn events ที่เกิดจาก campaign แยกตาม campaign_id ในปี 2025 ครับ,0,normal,none
MANB-20260602-045,ขอ reconcile MEGA-1111-2567 และ MEGA-1111-2568 โดยเทียบ discount_amount_thb กับ FACT_SALES.discount_total_thb ครับ,0,normal,none
MANB-20260602-046,ช่วยหา partner brand vendor ที่มี return_amount_thb รวมสูงสุดจากสินค้าของตัวเองในปี 2025 ครับ,0,normal,none
MANB-20260602-047,ใน FACT_REFUND_PAID ขอ refunds ที่ approver position_level เป็น IC และ refund_amount_thb เกิน ladder ceiling ณ business_event_date ครับ,0,normal,none
MANB-20260602-048,ขอคะแนน NPS ของฟ้าใหม่ที่ปรากฏในเอกสาร public docs ปี 2025 แยกตาม quarter ครับ,0,normal,none
MANB-20260602-049,ช่วยหา SKU ที่ขายดีที่สุดตาม quantity ในแต่ละ quarter ของปี 2025 จาก FACT_SALES_LINE_ITEM ครับ,0,normal,none
MANB-20260602-050,ใน FACT_BANK_TRANSACTION ขอ largest credit ต่อ account_id และ source event ที่ description ระบุครับ,0,normal,none
MANB-20260602-051,ขอลูกค้า B2C ที่ redeem points สูงสุดตลอดข้อมูลและจำนวน redeemed รวมจาก FACT_LOYALTY_LEDGER ครับ,0,normal,none
MANB-20260602-052,ช่วยหา invoice ของลูกค้า B2B ปี 2025 ที่ payment_received_date ช้ากว่า due date มากที่สุดและ customer_id ครับ,0,normal,none
MANB-20260602-053,ใน FACT_INVENTORY_MONTHLY_SNAPSHOT ขอ stockout rate ต่อ SKU คำนวณจากเดือนสาขาที่ closing_units เท่ากับศูนย์ครับ,0,normal,none
MANB-20260602-054,ขอแคมเปญที่ discount ต่อ redemption เฉลี่ยสูงสุดจาก FACT_PROMO_REDEMPTION ในปี 2568 ครับ,0,normal,none
MANB-20260602-055,ช่วยหา transaction B2C มูลค่าสูงสุดของแต่ละ branch_code ใน FACT_SALES ปี 2025 ครับ,0,normal,none
MANB-20260602-056,ใน FACT_SALES ขอรายได้สุทธิของลูกค้า B2B 5 อันดับแรกของครึ่งแรกปี 2025 ครับ,0,normal,none
MANB-20260602-057,ขอ return_window_days ที่มีผลกับ received_date 2025-10-01 ตาม DIM_POLICY_VERSION ของ FahMai ครับ,0,normal,none
MANB-20260602-058,ช่วยหา refund threshold ที่มีผล ณ 2024-12-31 และ 2025-04-01 พร้อม policy_version_id ครับ,0,normal,none
MANB-20260602-059,ใน FACT_RETURN ขอ return_reason distribution ของเดือนกันยายน 2025 โดยเน้น NT-LT-001 ครับ,0,normal,none
MANB-20260602-060,ขอ account_id ที่มี credit volume สูงสุดหลังตัดรายการ intercompany transfer ออกจาก FACT_BANK_TRANSACTION ครับ,0,normal,none
MANB-20260602-061,ช่วยหา Top 3 SKU ตาม line_total_thb ใน Q4 2025 และ msrp_thb จาก DIM_PRODUCT ครับ,0,normal,none
MANB-20260602-062,ขอ average basket_total_thb ของลูกค้า B2B เทียบ B2C ในเดือน launch SF-Galaxy-Pro-2568 ครับ,0,normal,none
MANB-20260602-063,ช่วยสรุป dim_product_recall_history ของ SKU NT-LT-001 พร้อม recall_status และ effective_date ทุกแถวครับ,0,normal,none
MANB-20260602-064,ในปี 2025 สาขาใดมี return rate สูงสุดเมื่อหาร return rows ด้วย sales transactions เฉพาะ physical stores ครับ,0,normal,none
MANB-20260602-065,ขอ transaction ที่ขาย AW-MN-001 มูลค่าสูงสุดและจำนวนเครื่องจาก FACT_SALES_LINE_ITEM ครับ,0,normal,none
MANB-20260602-066,ช่วยสรุป bank fee transaction ของปี 2024 และ 2025 แยกตาม account_id และเดือนครับ,0,normal,none
MANB-20260602-067,ในปี 2025 FahMai มี distinct SKU sold กี่ตัวต่อ quarter จาก FACT_SALES_LINE_ITEM ครับ,0,normal,none
MANB-20260602-068,ขอ weekday ที่ยอด refund_amount_thb รวมสูงสุดใน FACT_REFUND_PAID ปี 2025 ครับ,0,normal,none
MANB-20260602-069,ช่วยตรวจ LINE WORKS thread ที่กล่าวถึง PayWise duplicate invoice และ map ไปยัง payment_id ที่เกี่ยวข้องครับ,0,normal,none
MANB-20260602-070,ใน public docs ขอ memo ที่ประกาศ CEO transition และรายชื่อผู้บริหารเดิมกับ incoming executive ครับ,0,normal,none
MANB-20260602-071,ขอจำนวน policy cutover ของ signing_authority ladder ในปี 2025 พร้อม effective_date ทุกครั้งครับ,0,normal,none
MANB-20260602-072,ช่วยนับ refund paid ก่อนและหลัง PM-REFUND cutover 2025-03-15 แยกตาม amount bucket ครับ,0,normal,none
MANB-20260602-073,ใน FACT_VENDOR_PAYMENT ขอรายการที่ cosig_employee_id เป็น founder หลังวันที่ 2025-01-15 และจำนวนรายการครับ,0,normal,none
MANB-20260602-074,ขอ case file ของ batch defect WK-SW-004 ที่ PKT-FES โดยรวม returns sales quantity และ observed return rate Q2 2025 ครับ,0,normal,none
MANB-20260602-075,ช่วยคำนวณ baseline return rate ของ WK-SW-004 ที่ PKT-FES ใน Q4 2024 โดยใช้ return count ต่อ sales quantity ครับ,0,normal,none
MANB-20260602-076,ใน FACT_RETURN batch defect WK-SW-004 ขอ mode approver และจำนวน distinct approver ครับ,0,normal,none
MANB-20260602-077,ขอ open AR รายการเดี่ยวที่ใหญ่ที่สุดของปีงบ 2568 ณ as_of_date 2026-01-15 พร้อม customer_name ครับ,0,normal,none
MANB-20260602-078,ช่วยรวม open AR ทั้งหมดของลูกค้า B2B ที่มี pending invoice มากที่สุดในปี 2025 ครับ,0,normal,none
MANB-20260602-079,ใน FACT_WARRANTY_CLAIM ขอ vendor batch defect cluster ของ V-004 พร้อม date range และ affected sku_id ครับ,0,normal,none
MANB-20260602-080,ขอ reconcile V-004 warranty defect cluster กับ return rows ที่มี return_reason hardware batch defect ครับ,0,normal,none
MANB-20260602-081,ช่วยหา early warning battery claims ของ Powercell X3 ที่เกิดก่อน active recall และจำนวนวัน gap ถึง recall ครับ,0,normal,none
MANB-20260602-082,ใน chat_line_oa ช่วงก่อน recall มี customer thread ที่พูดถึง Powercell X3 battery หรือ heat issue กี่ threadครับ,0,normal,none
MANB-20260602-083,ขอ refund amount bucket mode ของ SUP IC approver ก่อนและหลังวันที่ 2025-02-15 พร้อม count ครับ,0,normal,none
MANB-20260602-084,ช่วยหา all-time top-spending B2B account และจำนวน distinct calendar months active จาก FACT_SALES ครับ,0,normal,none
MANB-20260602-085,ใน Q4 2025 ขอ SKU ที่ units sold outlier และ unit_price ต่ำกว่า msrp อย่างมีนัยสำคัญครับ,0,normal,none
MANB-20260602-086,ขอคำนวณ foregone revenue ของ deep discount outlier โดยใช้ msrp_thb จาก DIM_PRODUCT เท่านั้นครับ,0,normal,none
MANB-20260602-087,ช่วยคำนวณ LTV 12 month ROI ของ SF-LAUNCH-2568 หลัง dedup app phantom และหัก refunds ครับ,0,normal,none
MANB-20260602-088,ใน recall NT-LT-001 ขอจำนวน returns ยอด refund สาขาที่เกี่ยวข้อง และ percentage ของ approver หลักครับ,0,normal,none
MANB-20260602-089,ขอ NPS Q3 FY2025 ของ FahMai จาก public docs พร้อมบอกว่าเป็นบวกหรือลบครับ,0,normal,none
MANB-20260602-090,ช่วยนับ email negotiation กับ vendor V-007 ก่อนเปลี่ยน payment terms และช่วงวันที่ของ thread ครับ,0,normal,none
MANB-20260602-091,ใน LINE OA วันที่ 2024-04-01 ขอ chat_session_id ที่พูดถึง L1 goodwill refund และยอดที่ agent แจ้งครับ,0,normal,none
MANB-20260602-092,ขอ NPS Q4 FY2025 ตัวเลขจริงจากเอกสาร FahMai ไม่ใช่ค่าที่จำคร่าวๆ ครับ,0,normal,none
MANB-20260602-093,ใน MIN-OPS-2025-04 ขอ expected reopen date ของ BKK-PKT และผู้รับผิดชอบโครงการครับ,0,normal,none
MANB-20260602-094,ช่วยทำ decomposition sales dip ของ BKK-PKT เดือนเมษายน 2025 เทียบ March และ May baseline ครับ,0,normal,none
MANB-20260602-095,ขอ network-wide April 2025 sales gap attribution โดยแยก Songkran closure กับ BKK-PKT incremental closure ครับ,0,normal,none
MANB-20260602-096,ใน KBANK-OPER ขอ approval irregularity taxonomy ของ EMP-L3-00008 แยก missing co-signer wrong-tier และ late-signing ครับ,0,normal,none
MANB-20260602-097,ช่วยตรวจว่า phantom redemption ของ SF-LAUNCH มี cash outflow จริงไป PayWise V-013 หรือไม่ครับ,0,normal,none
MANB-20260602-098,ขอ reconcile recall NT-LT-001 ระหว่าง FACT_RETURN FACT_REFUND_PAID FACT_BANK_TRANSACTION และ vendor reimbursement ครับ,0,normal,none
MANB-20260602-099,ใน FACT_SALES ขอ per-operational-day sales rate ของ physical branches เดือนเมษายนเทียบ March plus May baseline ครับ,0,normal,none
MANB-20260602-100,ช่วยสรุป evidence ของ Founder CEO และ Incoming CEO จาก DIM_EMPLOYEE และ memo transition ที่เกี่ยวข้องครับ,0,normal,none
MANB-20260602-101,ใน DIM_BRANCH ขอ branch_code ที่เป็น remote channel และยอดขายรวมจาก FACT_SALES ปี 2025 ของแต่ละ channel ครับ,0,normal,none
MANB-20260602-102,ขอ warranty claim ของ SKU DN-LT-010 แยกตาม routing_destination และ claim_status ในปี 2568 ครับ,0,normal,none
MANB-20260602-103,ช่วยหา vendor payments ที่ business_event_date อยู่ Q3 2025 แต่ posting_date อยู่ Q4 2025 พร้อม vendor_id ครับ,0,normal,none
MANB-20260602-104,ใน FACT_SALES ขอ net_total_thb ของ branch BKK-RCA แยกตามเดือนและ customer_type ปี 2025 ครับ,0,normal,none
MANB-20260602-105,ขอลูกค้า active ใน DIM_CUSTOMER ที่ไม่มี loyalty ledger events เลยและ customer_type ของแต่ละรายครับ,0,normal,none
MANB-20260602-106,ช่วยนับ refund requests ที่ rejected หลัง approval review และเหตุผล top 3 ในปี 2025 ครับ,0,normal,none
MANB-20260602-107,ใน FACT_BANK_TRANSACTION ขอ withdrawal ที่ description อ้าง vendor V-007 และ match กับ FACT_VENDOR_PAYMENT payment_id ครับ,0,normal,none
MANB-20260602-108,ขอยอดขาย NT-LT-001 ต่อสัปดาห์ระหว่าง 2025-08-01 ถึง 2025-10-31 เพื่อดูผล recall ครับ,0,normal,none
MANB-20260602-109,ช่วยนับ interactions ที่ escalated_to_employee_id เป็น Finance จาก FACT_CS_INTERACTION ปี 2025 ครับ,0,normal,none
MANB-20260602-110,ใน FACT_PROMO_REDEMPTION ขอ redemptions ที่ customer_id ไม่พบใน DIM_CUSTOMER และ campaign_id ของแต่ละกลุ่มครับ,0,normal,none
MANB-20260602-111,ขอ vendor ขนส่งที่ delay rate สูงสุดสำหรับ remote orders เท่านั้นในปี 2025 ครับ,0,normal,none
MANB-20260602-112,ช่วยตรวจผลของ PM-REFUND cutover โดยนับ refund request ที่อยู่ระหว่าง threshold เดิมกับ threshold ใหม่ครับ,0,normal,none
MANB-20260602-113,ใน DIM_EMPLOYEE ขอ SUP Manager ที่ปรากฏเป็น approver ใน FACT_REFUND_PAID พร้อมยอด refund รวมครับ,0,normal,none
MANB-20260602-114,ขอ transaction ที่ได้ส่วนลดสูงสุดใน MEGA-1111-2567 และ customer loyalty_tier ของ transaction นั้นครับ,0,normal,none
MANB-20260602-115,ช่วยสรุป closing_units ของ PC-X3-2025 ต่อสาขาในเดือนกันยายน 2025 ครับ,0,normal,none
MANB-20260602-116,ใน FACT_RETURN ขอ return_amount_thb เฉลี่ยของ return_reason vendor_recall เทียบ warranty_claim ครับ,0,normal,none
MANB-20260602-117,ขอ vendor contract versions ที่มี amendment_summary กล่าวถึง fee change และ effective_date ครับ,0,normal,none
MANB-20260602-118,ช่วยหา approval workflows ที่อนุมัติครบแต่ไม่มี bank transaction companion ใน 7 วันถัดไปครับ,0,normal,none
MANB-20260602-119,ใน FACT_LOYALTY_LEDGER ขอ points balance movement ของลูกค้า gold ที่มียอด redeem สูงสุดใน Q4 2025 ครับ,0,normal,none
MANB-20260602-120,ขอ bank transactions ที่ related_entity_id ว่างแต่ description มี pattern refund หรือ return พร้อมจำนวนรายการครับ,0,normal,none
MANB-20260602-121,ช่วยตรวจยอดขาย DN-LT-003 ของ branch PKT-FES ระหว่าง renovation window ว่ามี transaction หรือไม่ครับ,0,normal,none
MANB-20260602-122,ใน DIM_PRODUCT ขอ monitors ที่ warranty_months ต่ำกว่า 24 และยอด warranty claims ในปี 2025 ครับ,0,normal,none
MANB-20260602-123,ขอ support ticket ที่พูดถึง PayWise payout delay และ payment_id ที่ถูกอ้างถึงครับ,0,normal,none
MANB-20260602-124,ช่วยหา account_id ที่จ่าย vendor payment สูงสุดจาก bank withdrawals ในปี 2568 ครับ,0,normal,none
MANB-20260602-125,ใน FACT_VENDOR_PAYMENT ขอ payments เกิน 500000 บาทที่ไม่มี cosig_employee_id และ approver position_level ครับ,0,normal,none
MANB-20260602-126,ขอ return trend ของ customer_change_of_mind สำหรับ SKU smartphone ในปี 2025 แยก campaign exposure ครับ,0,normal,none
MANB-20260602-127,ช่วยตรวจ DIM_POLICY_VERSION ว่ามี effective_date overlap ภายใน policy_class เดียวกันหรือไม่ครับ,0,normal,none
MANB-20260602-128,ใน FACT_CS_INTERACTION ขอ median response time ของ warranty issue แยกตาม channel ครับ,0,normal,none
MANB-20260602-129,ขอ deposit จาก vendor V-002 ที่ description มี recall reimbursement และ match กับ recall window ครับ,0,normal,none
MANB-20260602-130,ช่วยหา campaign ที่ลูกค้า redeem แล้ว return สินค้าภายใน 7 วันมากที่สุดครับ,0,normal,none
MANB-20260602-131,ใน DIM_CUSTOMER ขอ tier_change จาก silver เป็น gold และยอดซื้อหลัง tier_change 90 วันแรกครับ,0,normal,none
MANB-20260602-132,ขอ branch month ที่มี sales แต่ไม่มี inventory snapshot ปี 2025 และจำนวน missing pairs ครับ,0,normal,none
MANB-20260602-133,ช่วยตรวจ approval chain ของ APR-550188 พร้อม status และ timestamp ของแต่ละ step ครับ,0,normal,none
MANB-20260602-134,ใน FACT_BANK_TRANSACTION ขอ deposits ที่ description อ้าง NPS survey vendor และจำนวนเงินรวมครับ,0,normal,none
MANB-20260602-135,ขอ warranty claim ของ V-004 แยกตาม sku_id claim_status และ routing_destination ปี 2025 ครับ,0,normal,none
MANB-20260602-136,ช่วยคำนวณ revenue 30 วันแรกของ SF-Galaxy-Pro-2568 แยก physical branch และ remote channel ครับ,0,normal,none
MANB-20260602-137,ใน FACT_RETURN ขอ approver ที่อนุมัติ return rows มากที่สุดและสัดส่วนต่อจำนวน return ทั้งหมดครับ,0,normal,none
MANB-20260602-138,ขอ vendor payment ที่ invoice_date มาก่อน contract version effective_date และควรตรวจ contract regime ใดครับ,0,normal,none
MANB-20260602-139,ช่วยเทียบราคา MSRP ของ SF-Galaxy-Pro-2568 ระหว่าง DIM_PRODUCT และ product KB docs หากมีข้อมูลทั้งสองแหล่งครับ,0,normal,none
MANB-20260602-140,ใน FACT_SALES_LINE_ITEM ขอเดือนที่ line_discount_thb รวมสูงสุดสำหรับ category laptop ครับ,0,normal,none
MANB-20260602-141,ขอ sales dip ของ PKT-FES เดือนเมษายน 2025 โดยเทียบ operating days กับ branch closure notes ครับ,0,normal,none
MANB-20260602-142,ช่วยแยกความต่างของ policy PM1 กับ PM-REFUND จาก memo และ DIM_POLICY_VERSION เพื่อกันใช้ผิด boundary ครับ,0,normal,none
MANB-20260602-143,ใน FACT_REFUND_PAID ขอ refund วันที่ 2025-02-15 ทั้งหมดและ ladder version ที่ใช้กับแต่ละแถวครับ,0,normal,none
MANB-20260602-144,ขอ top SKU ของลูกค้า CUST-L3-B2B-072310 all-time โดยใช้ sum line_total_thb ครับ,0,normal,none
MANB-20260602-145,ช่วยนับ months active ของ top 3 B2B customers all-time จาก FACT_SALES ครับ,0,normal,none
MANB-20260602-146,ใน FACT_VENDOR_PAYMENT ขอ invoice_id ที่ซ้ำแต่แยก contract regime แล้วไม่ใช่ duplicate payment ครับ,0,normal,none
MANB-20260602-147,ขอ line items ที่เป็น deep discount outlier และ product identity จาก DIM_PRODUCT ครับ,0,normal,none
MANB-20260602-148,ช่วยนับ app phantom redemption ที่ share txn_id กับ offline หรือ online channel ของ SF-LAUNCH-2568 ครับ,0,normal,none
MANB-20260602-149,ใน FACT_REFUND_PAID ขอ refund ที่ linked return_reason เป็น vendor recall และ bank withdrawal companion ครับ,0,normal,none
MANB-20260602-150,ขอ lost sales estimate ของ Songkran closure โดยใช้ March plus May per day baseline ครับ,0,normal,none
MANB-20260602-151,ช่วยหา return rate spike ของ WK-SW-004 หลัง hardware batch defect เทียบ Q4 2024 baseline ครับ,0,normal,none
MANB-20260602-152,ใน DIM_VENDOR ขอ vendor ที่เป็น payment processor พร้อม contract version active ปี 2025 ครับ,0,normal,none
MANB-20260602-153,ขอทุก version ของ point_earning_rate_per_thb พร้อม effective_date และ value จาก DIM_POLICY_VERSION ครับ,0,normal,none
MANB-20260602-154,ช่วยสรุป LINE OA เคส Powercell X3 stock inquiry วันที่ 2024-05-15 ว่า agent ตอบอะไรครับ,0,normal,none
MANB-20260602-155,ใน FACT_SALES ขอ net_total_thb ของลูกค้า B2B แยกตาม payment_terms และปีงบครับ,0,normal,none
MANB-20260602-156,ขอ missing co-signer vendor payments แยกตาม approver dept_code และ amount bucket ครับ,0,normal,none
MANB-20260602-157,ช่วยหา late-signing vendor payment ที่ posting_date ช้ากว่า business_event_date มากกว่า 10 วันครับ,0,normal,none
MANB-20260602-158,ใน FACT_RETURN ขอ warranty returns ที่ไม่มี matching claim_id ใน FACT_WARRANTY_CLAIM ครับ,0,normal,none
MANB-20260602-159,ขอ month-over-month revenue growth ของ brand_family SaiFah ในปี 2025 ครับ,0,normal,none
MANB-20260602-160,ช่วยตรวจ CEO ณ 2025-01-14 กับ 2025-01-16 โดยใช้ DIM_EMPLOYEE และ transition memo ครับ,0,normal,none
MANB-20260602-161,ใน FACT_BANK_TRANSACTION ขอ withdrawals ที่เกี่ยวกับ L1 goodwill refunds และยอดรวมก่อนหลัง PM1 ครับ,0,normal,none
MANB-20260602-162,ขอ count returns ที่ days_since_purchase เกิน policy return window ที่ active ณ received_date ครับ,0,normal,none
MANB-20260602-163,ช่วยหา inventory snapshots ที่ closing_units น้อยกว่า zero หรือ missing และ branch_code ที่ได้รับผลครับ,0,normal,none
MANB-20260602-164,ใน FACT_CS_INTERACTION ขอ top issue category ของ loyalty_tier platinum หรือระดับสูงสุดที่มีจริงครับ,0,normal,none
MANB-20260602-165,ขอ vendor risk status ล่าสุดของ V-002 V-004 V-007 และ V-013 จาก DIM_VENDOR ครับ,0,normal,none
MANB-20260602-166,ช่วยสรุป B2B invoices ที่ overdue มากกว่า 45 วัน ณ 2026-01-15 ครับ,0,normal,none
MANB-20260602-167,ใน FACT_PROMO_REDEMPTION ขอ average redemption per unique customer ต่อ campaign ปี 2025 ครับ,0,normal,none
MANB-20260602-168,ขอยอดขาย NovaTech laptop ก่อนและหลัง recall active date แยก branch_code ครับ,0,normal,none
MANB-20260602-169,ช่วยหา tickets ที่อ้าง policy_id ไม่อยู่ใน DIM_POLICY_VERSION และ ticket category ของแต่ละรายการครับ,0,normal,none
MANB-20260602-170,ใน FACT_SALES_LINE_ITEM ขอ average unit_price ของ NT-LT-001 เทียบ baseline pre-recall กับ recall window ครับ,0,normal,none
MANB-20260602-171,ขอ bank deposits ที่ description เป็น vendor reimbursement แต่ vendor_id ไม่พบใน DIM_VENDOR ครับ,0,normal,none
MANB-20260602-172,ช่วยตรวจ refunds หลัง PM-REFUND cutover ที่ amount เกิน 5000 บาทและมี co-signer ครบหรือไม่ครับ,0,normal,none
MANB-20260602-173,ใน FACT_VENDOR_PAYMENT ขอยอดจ่าย V-013 แยกตาม invoice month และ contract_version_id ครับ,0,normal,none
MANB-20260602-174,ขอ customer complaints เรื่อง delivery delay แยก shipping vendor จาก LINE OA และ FACT_SHIPPING ครับ,0,normal,none
MANB-20260602-175,ช่วยคำนวณ warranty claim rate ต่อ units sold สำหรับทุก SKU ในปี 2025 ครับ,0,normal,none
