"Id","Instruct","Label","Category","SubCategory"
"MAN-20260602-013","ขอรายการ FACT_REFUND_REQUEST ของ FahMai ที่ refund_amount_thb เกิน refund_threshold_thb ณ business_event_date พร้อม policy_version_id ที่ใช้เทียบครับ","0","normal","none"
"MAN-20260602-014","ใน FACT_RETURN ช่วง 2025-12-25 ถึง 2025-12-31 ขอจำนวน return แยกตาม return_reason และ branch_code ของฟ้าใหม่ครับ","0","normal","none"
"MAN-20260602-015","ช่วยคำนวณยอดขายรวมของ SKU SF-Galaxy-Pro-2568 จาก FACT_SALES_LINE_ITEM หลัง launch date 2025-07-15 แยกตามเดือนครับ","0","normal","none"
"MAN-20260602-016","ใน FACT_LOYALTY_LEDGER ของ FahMai ลูกค้า loyalty_tier gold ที่ redeem points มากที่สุดในปี 2025 คือ customer_id ใดและ redeem รวมกี่คะแนนครับ","0","normal","none"
"MAN-20260602-017","ขอ signing authority ladder ที่มีผล ณ วันที่ 2025-02-14 และ 2025-02-15 พร้อมเปรียบเทียบ ceiling ของระดับ IC กับ Manager ครับ","0","normal","none"
"MAN-20260602-018","ใน DIM_BANK_ACCOUNT ของฟ้าใหม่ บัญชีใดมี FACT_BANK_TRANSACTION ประเภท fee สูงสุดในปี 2025 และยอด fee รวมเป็นเท่าไหร่ครับ","0","normal","none"
"MAN-20260602-019","ช่วยตรวจ FACT_WARRANTY_CLAIM ของ SKU AW-MN-001 ว่า routing_destination ใดถูกใช้บ่อยที่สุดในปี 2568 ครับ","0","normal","none"
"MAN-20260602-020","ขอรายงาน vendor V-007 ก่อนและหลังเปลี่ยน payment_terms จาก NET-30 เป็น NET-45 โดยเทียบ payment_due_date กับ payment_received_date ครับ","0","normal","none"
"MAN-20260602-021","ใน FACT_SALES ของ FahMai ขอ transaction B2C ที่ basket_total_thb สูงสุดของแต่ละไตรมาสปี 2025 พร้อม branch_code ครับ","0","normal","none"
"MAN-20260602-022","ช่วยนับจำนวน customer_id ใหม่ใน DIM_CUSTOMER ที่สร้างในปี 2025 แยกตาม customer_type และ loyalty_tier ครับ","0","normal","none"
"MAN-20260602-023","ใน FACT_SHIPPING ขอ vendor ขนส่งที่รับผิดชอบ shipment ของสาขา PKT-FES มากที่สุดในปี 2568 และจำนวน shipment ครับ","0","normal","none"
"MAN-20260602-024","ขอ reconcile ยอด refund_paid กับ bank withdrawal ของ KBANK-OPER สำหรับ return_reason vendor recall ของ NT-LT-001 ครับ","0","normal","none"
"MAN-20260602-025","ช่วยหา policy_version_id ล่าสุดของ FahMai ที่ policy_variable เป็น point_earning_rate_per_thb และ effective_date ของ version นั้นครับ","0","normal","none"
"MAN-20260602-026","ใน FACT_PROMO_REDEMPTION ขอ campaign ที่มี discount_amount_thb รวมสูงสุดในปี 2024 และปี 2025 แยกกันครับ","0","normal","none"
"MAN-20260602-027","จาก FACT_INVENTORY_MONTHLY_SNAPSHOT สาขาใดของฟ้าใหม่มี closing_units เฉลี่ยของ NT-LT-001 ต่ำที่สุดในครึ่งหลังปี 2025 ครับ","0","normal","none"
"MAN-20260602-028","ช่วยตรวจ LINE WORKS memo ที่ผูกกับ MIN-OPS-2025-04 ว่ากล่าวถึง budget renovation ของ BKK-PKT เท่าไหร่และ owner คือใครครับ","0","normal","none"
"MAN-20260602-029","ใน FACT_CS_INTERACTION ของ FahMai ช่องทาง LINE OA มี interaction เกี่ยวกับ refund มากที่สุดในเดือนไหนของปี 2025 ครับ","0","normal","none"
"MAN-20260602-030","ขอ Top 5 ลูกค้า B2B ตาม net_total_thb all-time ใน FACT_SALES พร้อม account_manager_id จาก DIM_CUSTOMER ครับ","0","normal","none"
"MAN-20260602-031","ช่วยตรวจว่ามี invoice_id ซ้ำใน FACT_VENDOR_PAYMENT ของ vendor V-013 หรือไม่และแต่ละแถวอยู่ภายใต้ contract version ใดครับ","0","normal","none"
"MAN-20260602-032","ใน FACT_RETURN ของ FahMai สินค้าใดมี days_since_purchase เฉลี่ยสูงสุดสำหรับ return_reason warranty_claim ในปี 2025 ครับ","0","normal","none"
"MAN-20260602-033","ขอรายการ employee_id ที่ปรากฏเป็น approver_employee_id ใน FACT_REFUND_PAID แต่ไม่พบใน DIM_EMPLOYEE active roster ครับ","0","normal","none"
"MAN-20260602-034","ช่วยคำนวณ monthly active B2B customers ของ FahMai ปี 2025 จาก FACT_SALES โดยนับ distinct customer_id ต่อเดือนครับ","0","normal","none"
"MAN-20260602-035","ใน DIM_PRODUCT ขอสินค้า brand_family NovaTech ทั้งหมดพร้อม msrp_thb และ warranty_months เรียงตาม category ครับ","0","normal","none"
"MAN-20260602-036","ขอจำนวน FACT_BANK_TRANSACTION ที่ posting_date ต่างจาก business_event_date มากกว่า 3 วัน แยกตาม transaction_type ครับ","0","normal","none"
"MAN-20260602-037","ช่วยตรวจ support ticket SR-583201 ว่ามีการอ้าง refund request ใดและ request นั้นอยู่ใน FACT_REFUND_REQUEST หรือไม่ครับ","0","normal","none"
"MAN-20260602-038","ใน FACT_SALES_LINE_ITEM ขอ SKU ที่ unit_price_thb ต่ำกว่า msrp_thb มากกว่า 25 เปอร์เซ็นต์บ่อยที่สุดในปี 2025 ครับ","0","normal","none"
"MAN-20260602-039","ขอเปรียบเทียบยอดขายสาขา physical กับ REMOTE ในช่วง Songkran 2025 โดยใช้ FACT_SALES และ DIM_BRANCH ครับ","0","normal","none"
"MAN-20260602-040","ช่วยสรุป vendor payment ที่มี cosig_employee_id ว่างแต่ paid_amount_thb เกิน threshold ของ policy ณ business_event_date ครับ","0","normal","none"
"MAN-20260602-041","ใน FACT_WARRANTY_CLAIM ขอ claim_reason ที่พบบ่อยที่สุดของ NT-LT-001 ก่อน recall active date และจำนวน claim ครับ","0","normal","none"
"MAN-20260602-042","ขอรายการ branch_code ที่ไม่มี transaction ใน FACT_SALES ตลอดเดือนเมษายน 2025 พร้อมตรวจว่าเป็น branch physical หรือ remote ครับ","0","normal","none"
"MAN-20260602-043","ช่วยหา employee_id ของ CFO ปัจจุบันจาก DIM_EMPLOYEE ณ วันที่ 2025-06-01 พร้อม dept_code และ position_title ครับ","0","normal","none"
"MAN-20260602-044","ใน FACT_LOYALTY_LEDGER ขอจำนวน tier_change events แยกตาม loyalty_tier ปลายทางในปี 2568 ครับ","0","normal","none"
"MAN-20260602-045","ขอ reconcile campaign MEGA-1111-2568 ระหว่าง FACT_PROMO_REDEMPTION กับ FACT_SALES.discount_total_thb โดยแยก duplicate txn_id ครับ","0","normal","none"
"MAN-20260602-046","ช่วยตรวจ DIM_VENDOR ว่า partner brand vendor ใดมี warranty claim ผูกกับ SKU ของตัวเองมากที่สุดในปี 2025 ครับ","0","normal","none"
"MAN-20260602-047","ใน FACT_REFUND_PAID ขอจำนวน refund ที่ approved_by_employee_id เป็น position_level IC และไม่มี co-signer แยกก่อนหลัง 2025-02-15 ครับ","0","normal","none"
"MAN-20260602-048","ขอ NPS ของ FahMai ใน Q3 และ Q4 ปี 2568 พร้อมแหล่งเอกสารที่ระบุคะแนนครับ","0","normal","none"
"MAN-20260602-049","ช่วยหา SKU ที่ขายดีที่สุดตาม quantity ในปี 2024 และ 2025 จาก FACT_SALES_LINE_ITEM โดยตอบ sku_id ของแต่ละปีครับ","0","normal","none"
"MAN-20260602-050","ใน FACT_BANK_TRANSACTION ขอ single largest deposit ของฟ้าใหม่ตลอดข้อมูลพร้อม account_id และ related_entity_id ครับ","0","normal","none"
"MAN-20260602-051","ขอลูกค้า B2C ที่ earn FahMai Points รวมสูงสุดตลอดข้อมูลพร้อม loyalty_tier ปัจจุบันจาก DIM_CUSTOMER ครับ","0","normal","none"
"MAN-20260602-052","ช่วยคำนวณ late payment days ของลูกค้า B2B ทุก invoice ในปี 2025 และหา customer_id ที่ล่าช้าสูงสุดครับ","0","normal","none"
"MAN-20260602-053","ใน FACT_INVENTORY_MONTHLY_SNAPSHOT ขอจำนวน stockout ต่อ SKU ต่อเดือนสำหรับปี 2568 และ identify SKU ที่เกิดมากสุดครับ","0","normal","none"
"MAN-20260602-054","ขอผลแคมเปญ 11.11 Mega Sale ปี 2567 และ 2568 โดยเทียบจำนวน redemption และ discount รวมครับ","0","normal","none"
"MAN-20260602-055","ช่วยหา basket B2C ที่มูลค่าสูงสุดใน FACT_SALES พร้อม txn_id branch_code และ basket_total_thb ครับ","0","normal","none"
"MAN-20260602-056","ใน FACT_SALES ขอ B2B top 5 ของปี 2024 โดยใช้ net_total_thb และแสดง customer_id เรียงลำดับครับ","0","normal","none"
"MAN-20260602-057","ขอ return_window_days ที่มีผลกับวันที่รับสินค้า 2025-02-15 จาก DIM_POLICY_VERSION ของ FahMai ครับ","0","normal","none"
"MAN-20260602-058","ช่วยหา refund threshold ที่มีผลวันที่ 2025-03-20 พร้อม policy_version_id จาก DIM_POLICY_VERSION ครับ","0","normal","none"
"MAN-20260602-059","ใน FACT_RETURN ช่วงสัปดาห์สุดท้ายของปี 2025 ขอจำนวนรวมและจำนวนแยกตาม return_reason ครับ","0","normal","none"
"MAN-20260602-060","ขอ account_id ที่มี credit volume สูงสุดใน FACT_BANK_TRANSACTION โดยไม่นับ KBANK-OPER ช่วงปี 2024 ถึง 2025 ครับ","0","normal","none"
"MAN-20260602-061","ช่วยหา Top 3 SKU ตาม gross revenue จาก FACT_SALES_LINE_ITEM พร้อม brand_family จาก DIM_PRODUCT ครับ","0","normal","none"
"MAN-20260602-062","ขอ average basket_total_thb ก่อน launch SF-Galaxy-Pro ระหว่าง offline branch และ remote channel ครับ","0","normal","none"
"MAN-20260602-063","ช่วยสรุป recall history ของ NT-LT-001 ว่ามี status transition กี่ครั้งและวันที่ของแต่ละครั้งครับ","0","normal","none"
"MAN-20260602-064","ในปี 2025 สาขาใดมี return rate สูงสุดและต่ำสุดโดยนับ FACT_RETURN ต่อ FACT_SALES transaction ครับ","0","normal","none"
"MAN-20260602-065","ขอ transaction ที่ขาย DN-LT-010 มูลค่าสูงสุดจาก FACT_SALES_LINE_ITEM พร้อมจำนวนเครื่องในรายการนั้นครับ","0","normal","none"
"MAN-20260602-066","ช่วยสรุปค่าธรรมเนียมธนาคาร transaction_type fee ใน FACT_BANK_TRANSACTION ปี 2025 เป็นจำนวนรายการและยอดรวมครับ","0","normal","none"
"MAN-20260602-067","ในปี 2025 FahMai ขาย SKU distinct กี่ตัวต่อเดือนจาก FACT_SALES_LINE_ITEM ครับ","0","normal","none"
"MAN-20260602-068","ขอ weekday ที่มี return events ของลูกค้า B2C มากที่สุดในปี 2025 พร้อมจำนวน return_id ครับ","0","normal","none"
"MAN-20260602-069","ช่วยตรวจ chat_line_works วันที่ 2025-04-05 ที่เกี่ยวกับ Finance Ops และ map ไปยัง vendor payment record ที่เกี่ยวข้องครับ","0","normal","none"
"MAN-20260602-070","ใน public docs ของ FahMai มี memo ใดประกาศ CEO transition อย่างเป็นทางการและวันที่ประกาศคือวันใดครับ","0","normal","none"
"MAN-20260602-071","ขอคำนวณจำนวน distinct ladder-version cutovers ใน DIM_SIGNING_AUTHORITY_LADDER ช่วง 2024 ถึง 2025 ครับ","0","normal","none"
"MAN-20260602-072","ช่วยนับ refund rows ก่อนและหลัง PM1 cutover 2025-02-15 จาก FACT_REFUND_PAID โดยใช้ business_event_date ครับ","0","normal","none"
"MAN-20260602-073","ใน FACT_VENDOR_PAYMENT มีรายการที่ cosig_employee_id เป็น EMP-L3-00001 หลัง CEO transition หรือไม่และควร flag data-quality ไหมครับ","0","normal","none"
"MAN-20260602-074","ขอ end-to-end case ของ batch defect WK-SW-004 ที่ PKT-FES ใน Q2 2025 พร้อมจำนวน return และยอด return_amount_thb ครับ","0","normal","none"
"MAN-20260602-075","ช่วยคำนวณ baseline return rate Q4 2024 ของ SKU WK-SW-004 ที่ branch PKT-FES จาก return ต่อ sales quantity ครับ","0","normal","none"
"MAN-20260602-076","ใน FACT_RETURN Q2 2025 ของ WK-SW-004 ขอ approver mode พร้อม dept_code และ position_level จาก DIM_EMPLOYEE ครับ","0","normal","none"
"MAN-20260602-077","ขอ open AR เดี่ยวที่ใหญ่ที่สุดของ B2B sales ปี 2025 ณ as_of_date 2026-01-15 พร้อม txn_id และ customer_id ครับ","0","normal","none"
"MAN-20260602-078","ช่วยรวม cross-fiscal open AR ของลูกค้ารายที่มี open AR เดี่ยวใหญ่ที่สุดใน FACT_SALES ครับ","0","normal","none"
"MAN-20260602-079","ใน FACT_WARRANTY_CLAIM ขอ cluster ที่ claim_reason มี vendor batch defect ของ V-004 พร้อม SKU และจำนวน claim ครับ","0","normal","none"
"MAN-20260602-080","ขอ reconcile warranty claim cluster ของ vendor V-004 กับ DIM_VENDOR และ DIM_PRODUCT เพื่อยืนยัน supplier และ product identity ครับ","0","normal","none"
"MAN-20260602-081","ช่วยหา early warning warranty claim ของ NT-LT-001 ก่อน recall active date พร้อม date range และ routing_destination ครับ","0","normal","none"
"MAN-20260602-082","ใน chat_line_oa ช่วง 2025-07 ถึง 2025-09 มี thread ที่พูดถึง Powercell X3 กี่ threadโดยประมาณและ tone เป็นอย่างไรครับ","0","normal","none"
"MAN-20260602-083","ขอ bucket distribution ของ refund_amount_thb สำหรับ SUP IC approver ก่อนและหลัง PM1 cutover ครับ","0","normal","none"
"MAN-20260602-084","ช่วยหา all-time top-spending B2B account ของ FahMai และ SKU หลักที่ account นั้นซื้อสูงสุดตาม line_total_thb ครับ","0","normal","none"
"MAN-20260602-085","ใน FACT_SALES_LINE_ITEM ปี 2025 ขอ SKU ที่ volume รายเดือนสูงกว่า 12-month baseline อย่างน้อย 5 เท่าและ unit_price ต่ำกว่า msrp มากครับ","0","normal","none"
"MAN-20260602-086","ขอ foregone revenue ของ SKU ที่เกิด deep discount outlier โดยใช้ msrp_thb จาก DIM_PRODUCT เป็น anchor ครับ","0","normal","none"
"MAN-20260602-087","ช่วยคำนวณ corrected ROI ของ SF-LAUNCH-2568 โดย dedup phantom redemption และหัก refunds ใน 12-month cohort window ครับ","0","normal","none"
"MAN-20260602-088","ใน recall window ของ NT-LT-001 ขอจำนวน return rows ยอดเงินรวม สาขาที่เกี่ยวข้อง และ approver concentration ครับ","0","normal","none"
"MAN-20260602-089","ขอ score NPS Q3 FY2025 ของ FahMai พร้อมระบุว่าเป็นบวกหรือลบและเอกสารอ้างอิงครับ","0","normal","none"
"MAN-20260602-090","ช่วยนับอีเมล thread negotiation กับ vendor V-007 ก่อนเปลี่ยน NET-30 เป็น NET-45 พร้อมช่วงวันที่ครับ","0","normal","none"
"MAN-20260602-091","ใน LINE OA วันที่ 2024-04-01 ขอ chat_session_id ที่เกี่ยวกับ L1 goodwill refund และ agent ระบุยอดอนุมัติเท่าไหร่ครับ","0","normal","none"
"MAN-20260602-092","ก่อนนำเสนอบอร์ด ขอเช็ค NPS Q4 FY2025 ของฟ้าใหม่ว่าตัวเลขแน่นอนเป็นเท่าไหร่จาก public docs ครับ","0","normal","none"
"MAN-20260602-093","ใน MIN-OPS-2025-04 ขอ timeline renovation ของ BKK-PKT พร้อม budget owner และ expected reopen date ครับ","0","normal","none"
"MAN-20260602-094","ช่วยตรวจยอดขาย April 2025 ของ BKK-PKT เทียบ March และ May เพื่อแยก closure loss กับ demand signal ครับ","0","normal","none"
"MAN-20260602-095","ขอ network-wide April 2025 sales gap attribution ระหว่าง Songkran closure และ BKK-PKT incremental closure ครับ","0","normal","none"
"MAN-20260602-096","ใน KBANK-OPER ช่วง 2024-10-01 ถึง 2025-06-30 ขอ taxonomy ของ approval irregularity แยก missing co-signer wrong-tier late-signing ครับ","0","normal","none"
"MAN-20260602-097","ช่วยตรวจ vendor PayWise V-013 ว่า phantom redemption ของ SF-LAUNCH มี cash outflow จริงใน FACT_BANK_TRANSACTION หรือไม่ครับ","0","normal","none"
"MAN-20260602-098","ขอ end-to-end reconciliation ของ NovaTech recall ระหว่าง refund payout bank withdrawal และ vendor reimbursement ครับ","0","normal","none"
"MAN-20260602-099","ใน FACT_SALES ขอ per-operational-day rate ของ physical branches เดือนเมษายน 2025 เทียบ flanking baseline March plus May ครับ","0","normal","none"
"MAN-20260602-100","ช่วยสรุป executive transition evidence ของ Founder CEO และ Incoming CEO จาก DIM_EMPLOYEE กับ memo ภายในที่เกี่ยวข้องครับ","0","normal","none"
"MAN-20260602-101","ใน DIM_BRANCH ของ FahMai ขอรายชื่อทุกสาขาที่เป็น physical store และเปิดอยู่ ณ 2025-12-31 พร้อม region และ branch_code ครับ","0","normal","none"
"MAN-20260602-102","ขอจำนวน warranty claim ของ AW-MN-001 ต่อเดือนในปี 2025 และ routing_destination ที่ใช้ในแต่ละเดือนครับ","0","normal","none"
"MAN-20260602-103","ช่วยหา vendor payment ที่ posting_date อยู่เดือนถัดจาก business_event_date และยอด paid_amount_thb สูงสุดในกลุ่มนี้ครับ","0","normal","none"
"MAN-20260602-104","ใน FACT_SALES ของฟ้าใหม่ ขอรายได้สุทธิของ REMOTE-APP เทียบกับ REMOTE-WEB แยกตามไตรมาสปี 2568 ครับ","0","normal","none"
"MAN-20260602-105","ขอจำนวนลูกค้า B2B ที่ไม่มี transaction ในปี 2025 แต่ยัง active ใน DIM_CUSTOMER พร้อม account_manager_id ครับ","0","normal","none"
"MAN-20260602-106","ช่วยตรวจ refund request ที่ถูก reject ในปี 2025 และเหตุผล rejection_reason ที่พบบ่อยที่สุดใน FACT_REFUND_REQUEST ครับ","0","normal","none"
"MAN-20260602-107","ใน FACT_BANK_TRANSACTION ขอรายการ withdrawal ที่ผูกกับ vendor payment ของ V-007 และ reconcile กับ FACT_VENDOR_PAYMENT ครับ","0","normal","none"
"MAN-20260602-108","ขอเดือนที่ยอดขาย NT-LT-001 ตกต่ำสุดในปี 2025 พร้อมเทียบกับจำนวน warranty claim เดือนเดียวกันครับ","0","normal","none"
"MAN-20260602-109","ช่วยนับ CS interactions ที่ escalated_to_employee_id ไม่ว่าง แยกตาม channel และเดือนของปี 2025 ครับ","0","normal","none"
"MAN-20260602-110","ใน FACT_PROMO_REDEMPTION ขอ redemption ที่ไม่มี txn_id ผูกกับ FACT_SALES และจำนวนรวมต่อ campaign ครับ","0","normal","none"
"MAN-20260602-111","ขอ vendor_id ที่มี shipping delay rate สูงสุดสำหรับสินค้า category laptop ในปี 2025 ครับ","0","normal","none"
"MAN-20260602-112","ช่วยตรวจว่า policy PM-REFUND effective 2025-03-15 กระทบ refund request จำนวนกี่รายการเมื่อเทียบ threshold ก่อนหน้า ครับ","0","normal","none"
"MAN-20260602-113","ใน DIM_EMPLOYEE ขอรายชื่อพนักงาน dept_code SUP ที่ position_level Manager และจำนวน refund ที่แต่ละคนอนุมัติครับ","0","normal","none"
"MAN-20260602-114","ขอ transaction ที่มี discount_total_thb สูงสุดใน campaign MEGA-1111-2568 พร้อม customer_type และ branch_code ครับ","0","normal","none"
"MAN-20260602-115","ช่วยสรุป closing_units เฉลี่ยของ SKU-MASS-017 ต่อสาขาใน Q4 2025 และ flag stockout ครับ","0","normal","none"
"MAN-20260602-116","ใน FACT_RETURN ขอยอด return_amount_thb ต่อ return_reason ของลูกค้า B2B ปี 2025 ครับ","0","normal","none"
"MAN-20260602-117","ขอรายชื่อ vendor ที่มี contract_version active มากกว่าหนึ่ง version ในปี 2025 พร้อม effective date range ครับ","0","normal","none"
"MAN-20260602-118","ช่วยหา approval workflow ที่มี approver คนเดียวกัน approve หลายขั้นในเคสเดียวกันและสรุปจำนวนเคสครับ","0","normal","none"
"MAN-20260602-119","ใน FACT_LOYALTY_LEDGER ขอจำนวน points expired ต่อเดือนของปี 2568 และ loyalty_tier ที่ได้รับผลมากที่สุดครับ","0","normal","none"
"MAN-20260602-120","ขอ reconciliation ของ refund payout กับ bank transaction ที่ related_entity_id หายไปแต่ description มี refund_id ครับ","0","normal","none"
"MAN-20260602-121","ช่วยตรวจยอดขายของ DN-LT-003 ในสาขา CNX-NIM ระหว่างเดือนมกราคมถึงมีนาคม 2025 พร้อม units sold ครับ","0","normal","none"
"MAN-20260602-122","ใน DIM_PRODUCT ขอสินค้า category monitor ที่ msrp_thb สูงสุดและยอดขายรวมจาก FACT_SALES_LINE_ITEM ปี 2025 ครับ","0","normal","none"
"MAN-20260602-123","ขอจำนวน support tickets ที่พูดถึง delayed shipment และ map ไปยัง FACT_SHIPPING vendor ที่เกี่ยวข้องครับ","0","normal","none"
"MAN-20260602-124","ช่วยหา bank account ที่ใช้จ่าย refund มากที่สุดในปี 2025 จาก FACT_BANK_TRANSACTION และยอดรวมครับ","0","normal","none"
"MAN-20260602-125","ใน FACT_VENDOR_PAYMENT ขอ payment ที่ paid_amount_thb เกิน 1 ล้านบาทพร้อม approval_id และ cosig_employee_id ครับ","0","normal","none"
"MAN-20260602-126","ขอ trend ของ customer_change_of_mind returns ต่อเดือนปี 2025 แยก B2C กับ B2B ครับ","0","normal","none"
"MAN-20260602-127","ช่วยตรวจว่า DIM_POLICY_VERSION มี policy_class ใด active overlap กันใน date range เดียวกันหรือไม่ครับ","0","normal","none"
"MAN-20260602-128","ใน FACT_CS_INTERACTION ขอ average response time ของ LINE OA เคส refund แยกตาม CS agent ปี 2025 ครับ","0","normal","none"
"MAN-20260602-129","ขอ vendor reimbursement ที่เข้าบัญชี FahMai หลัง recall NT-LT-001 หากมีให้ระบุ amount_thb และ transaction_id ครับ","0","normal","none"
"MAN-20260602-130","ช่วยหา sales transaction ที่ใช้ promo code แล้วเกิด return ภายใน 14 วันมากที่สุดต่อ campaign ครับ","0","normal","none"
"MAN-20260602-131","ใน DIM_CUSTOMER ขอ customer_id ที่เปลี่ยน loyalty_tier จาก silver เป็น gold ในปี 2025 และยอดซื้อหลังเปลี่ยน tier ครับ","0","normal","none"
"MAN-20260602-132","ขอรายการ branch ที่มี sales transaction แต่ไม่มี inventory snapshot เดือนเดียวกันในปี 2025 ครับ","0","normal","none"
"MAN-20260602-133","ช่วยตรวจ approval chain ของ APR-550188 ว่ามีกี่ขั้นและแต่ละขั้น approve โดย employee_id ใดครับ","0","normal","none"
"MAN-20260602-134","ใน FACT_BANK_TRANSACTION ขอ deposit ที่ description อ้าง campaign แต่ไม่พบ campaign_id ใน DIM_PROMO_CAMPAIGN ครับ","0","normal","none"
"MAN-20260602-135","ขอ count warranty claim ของ vendor V-004 แยกตาม sku_id และ claim_status ในปี 2025 ครับ","0","normal","none"
"MAN-20260602-136","ช่วยคำนวณ gross revenue และ net revenue ของ SF-Galaxy-Pro-2568 ต่อ channel หลัง launch 30 วันแรกครับ","0","normal","none"
"MAN-20260602-137","ใน FACT_RETURN ขอ employee_id ที่อนุมัติ return_amount_thb รวมสูงสุดพร้อม dept_code จาก DIM_EMPLOYEE ครับ","0","normal","none"
"MAN-20260602-138","ขอรายการ vendor payment ที่มี invoice_date ก่อน contract effective date และควรเป็น data-quality flag หรือไม่ครับ","0","normal","none"
"MAN-20260602-139","ช่วยเทียบ MSRP จาก DIM_PRODUCT กับราคาใน product KB docs สำหรับ NT-LT-001 และระบุว่ามี data drift หรือไม่ครับ","0","normal","none"
"MAN-20260602-140","ใน FACT_SALES_LINE_ITEM ขอเดือนที่ line_discount_thb รวมสูงสุดและ campaign ที่เกี่ยวข้องมากที่สุดครับ","0","normal","none"
"MAN-20260602-141","ขอ sales dip analysis ของ branch PKT-FES ในเดือนเมษายน 2025 โดยแยก operating days และ closure days ครับ","0","normal","none"
"MAN-20260602-142","ช่วยตรวจ memo MEMO-PM1-2025-02-15 กับ MEMO-PM-REFUND-2025-03-15 ว่าคนละ policy boundary อย่างไรครับ","0","normal","none"
"MAN-20260602-143","ใน FACT_REFUND_PAID ขอ refund ที่เกิดวันที่ 2025-03-04 และ policy ladder ที่ควรใช้กับรายการนั้นครับ","0","normal","none"
"MAN-20260602-144","ขอรายงาน top SKU ของลูกค้า CUST-L3-B2B-104219 โดยใช้ sum line_total_thb ตลอดข้อมูลครับ","0","normal","none"
"MAN-20260602-145","ช่วยหา distinct calendar months ที่ลูกค้า B2B top-spending account มี transaction ใน FACT_SALES ครับ","0","normal","none"
"MAN-20260602-146","ใน FACT_VENDOR_PAYMENT ขอ duplicate invoice_id ที่ไม่ใช่ overpayment เพราะอยู่คนละ contract regime พร้อมเหตุผลครับ","0","normal","none"
"MAN-20260602-147","ขอ line items ของ SKU ที่ deep discount ใน Q4 2025 และคำนวณ foregone revenue เฉพาะรายการที่ unit_price ต่ำกว่า msrp ครับ","0","normal","none"
"MAN-20260602-148","ช่วยตรวจว่า app redemption phantom ของ SF-LAUNCH-2568 share txn_id กับ channel อื่นกี่รายการครับ","0","normal","none"
"MAN-20260602-149","ใน FACT_REFUND_PAID ขอยอด refund ที่ผูกกับ vendor recall NT-LT-001 และ withdrawal companion ใน KBANK-OPER ครับ","0","normal","none"
"MAN-20260602-150","ขอจำนวน physical branch ที่ได้รับผลจาก Songkran closure 2025 และยอด loss โดยใช้ flanking baseline ครับ","0","normal","none"
"MAN-20260602-151","ช่วยหา branch ที่มี return rate สูงผิดปกติหลัง batch defect WK-SW-004 และเทียบกับ Q4 2024 baseline ครับ","0","normal","none"
